cd,nm,corp_name,stock_code,industry,main_product,listed_date,settle_month,hpage,표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,증권구분,주식종류,액면가,상장주식수,yh_code,stock_code_ori
A001430,세아베스틸,세아베스틸,001430,1차 철강 제조업,"특수강,철도용품,자동차부품 제조,수출입",1991-03-12,12월,http://www.seahbesteel.co.kr,KR7001430008,001430,세아베스틸보통주,세아베스틸,SEAH BESTEEL,1991-03-12,주권,보통주,5000,35862119,001430.KS,001430
A306200,세아제강,세아제강,306200,1차 철강 제조업,강관,2018-10-05,12월,http://www.seahsteel.co.kr,KR7306200007,306200,세아제강보통주,세아제강,SeAH Steel Corporation,2018-10-05,주권,보통주,5000,2836300,306200.KS,306200
A003030,세아제강지주,세아제강지주,003030,기타 금융업,경영컨설팅업,1969-05-13,12월,http://www.seahsteel.co.kr/company/holdings/,KR7003030004,003030,세아제강지주보통주,세아제강지주,SeAH Steel Holdings Corporation,1969-05-13,주권,보통주,5000,4141657,003030.KS,003030
A019440,세아특수강,세아특수강,019440,1차 철강 제조업,"냉간압조용선재,마봉강,스테인레스봉강 제조",2011-06-01,12월,http://www.seahsp.co.kr,KR7019440007,019440,세아특수강보통주,세아특수강,SeAH SPECIAL STEEL,2011-06-01,주권,보통주,5000,8570000,019440.KS,019440
A058650,세아홀딩스,세아홀딩스,058650,1차 철강 제조업,지주회사/투자 및 경영컨설팅/부동산 임대,2001-07-30,12월,http://www.seahholdings.co.kr,KR7058650003,058650,세아홀딩스보통주,세아홀딩스,SeAHHoldings,2001-07-30,주권,보통주,5000,4000000,058650.KS,058650
A052190,세영디앤씨,세영디앤씨,052190,창작 및 예술관련 서비스업,VFX 영상,2001-06-21,12월,http://www.sydnc.kr,KR7052190006,052190,세영디앤씨,세영디앤씨,SEYOUNG D&C,2001-06-21,주권,보통주,500,5331891,052190.KQ,052190
A013000,세우글로벌,세우글로벌,013000,기타 전문 도매업,"화공약품.엔지니어링 플라스틱,페놀계제품,석유화학제품 판매/철재가구,사무목재가구 제조/교육사업",1989-09-05,12월,http://www.sewoo21.co.kr,KR7013000005,013000,세우글로벌보통주,세우글로벌,Sewooglobal,1989-09-05,주권,보통주,500,28705031,013000.KS,013000
A100700,세운메디칼,세운메디칼,100700,의료용품 및 기타 의약 관련제품 제조업,"의료용구(체액배출기,도뇨관) 제조,도매,수출입",2008-09-30,12월,http://SEWOONMEDICAL.CO.KR,KR7100700004,100700,세운메디칼,세운메디칼,"SEWOONMEDICAL CO., LTD.",2008-09-30,주권,보통주,100,43800000,100700.KQ,100700
A234100,세원,세원,234100,자동차 신품 부품 제조업,자동차 공조장치 부품,2017-10-20,12월,http://www.sewonmfg.co.kr,KR7234100006,234100,세원,세원,"Sewon Co.,Ltd",2017-10-20,주권,보통주,100,33481747,234100.KQ,234100
A024830,세원물산,세원물산,024830,자동차 신품 부품 제조업,라디에이터서포터,1994-12-29,12월,http://www.se-won.co.kr,KR7024830002,024830,세원물산,세원물산,SewonCorporation,1994-12-29,주권,보통주,500,8350000,024830.KQ,024830
A091090,세원이앤씨,세원이앤씨,091090,"구조용 금속제품, 탱크 및 증기발생기 제조업","화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매",2006-07-31,12월,http://www.sewonenc.com,KR7091090001,091090,세원이앤씨보통주,세원이앤씨,"SEWON E&C CO.,LTD.",2006-07-31,주권,보통주,500,145949072,091090.KS,091090
A021820,세원정공,세원정공,021820,자동차 신품 부품 제조업,"자동차부품(차체류,램프류) 제조",1996-07-03,06월,http://www.se-won.co.kr,KR7021820006,021820,세원정공보통주,세원정공,SewonPrecisionIndustry,1996-07-03,주권,보통주,500,10000000,021820.KS,021820
A067830,세이브존I&C,세이브존I&C,067830,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영",2002-07-25,12월,http://www.savezone.co.kr,KR7067830000,067830,세이브존I&C보통주,세이브존I&C,SAVEZONEI&C,2002-07-25,주권,보통주,1000,41040895,067830.KS,067830
A033530,세종공업,세종공업,033530,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",2002-09-25,12월,http://www.sjku.co.kr,KR7033530007,033530,세종공업보통주,세종공업,"SEJONG INDUSTRIAL CO., LTD.",2002-09-25,주권,보통주,500,27820961,033530.KS,033530
A258830,세종메디칼,세종메디칼,258830,의료용 기기 제조업,복강경수술용 투관침 등,2018-05-29,12월,http://www.sejongmedical.com,KR7258830009,258830,세종메디칼,세종메디칼,"SEJONG MEDICAL Co.Ltd.,",2018-05-29,주권,보통주,100,40666445,258830.KQ,258830
A036630,세종텔레콤,세종텔레콤,036630,전기 통신업,WLL/GPS/위성DMB/VoIP 단말기,2000-01-04,12월,http://www.sejongtelecom.net,KR7036630002,036630,세종텔레콤,세종텔레콤,"Sejong Telecom, Inc.",2000-01-04,주권,보통주,500,596000000,036630.KQ,036630
A039310,세중,세중,039310,여행사 및 기타 여행보조 서비스업,여행,2000-06-09,12월,http://www.sejoong.com,KR7039310008,039310,세중,세중,"SEJOONG CO., LTD.",2000-06-09,주권,보통주,500,18121667,039310.KQ,039310
A075580,세진중공업,세진중공업,075580,선박 및 보트 건조업,"선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter",2015-11-30,12월,http://www.sejinheavy.com,KR7075580001,075580,세진중공업보통주,세진중공업,"SEJIN HEAVY INDUSTRIES CO., LTD.",2015-11-30,주권,보통주,500,56849456,075580.KS,075580
A067770,세진티에스,세진티에스,067770,전자부품 제조업,LED/LCD용 광기능성 시트,2004-01-09,12월,http://www.sejints.co.kr,KR7067770008,067770,세진티에스,세진티에스,"SEJIN T.S CO., LTD.",2004-01-09,주권,보통주,500,8396593,067770.KQ,067770
A053450,세코닉스,세코닉스,053450,사진장비 및 광학기기 제조업,"모바일용 카메라렌즈, 차량용 카메라 및 광학부품",2001-08-09,12월,http://www.sekonix.com,KR7053450003,053450,세코닉스,세코닉스,"SEKONIX CO., LTD.",2001-08-09,주권,보통주,500,14792803,053450.KQ,053450
A234340,세틀뱅크,세틀뱅크,234340,기타 정보 서비스업,"가상계좌중계, 간편현금결제",2019-07-12,12월,http://www.settlebank.co.kr,KR7234340008,234340,세틀뱅크,세틀뱅크,Settlebank Corporation,2019-07-12,주권,보통주,500,9453000,234340.KQ,234340
A027970,세하,세하,027970,"펄프, 종이 및 판지 제조업","백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사",1996-07-03,12월,http://www.seha.co.kr,KR7027970003,027970,세하보통주,세하,seha,1996-07-03,주권,보통주,1000,57562997,027970.KS,027970
A252500,세화피앤씨,세화피앤씨,252500,기타 화학제품 제조업,염모제 등,2016-11-02,12월,http://www.sewha.co.kr,KR7252500004,252500,세화피앤씨,세화피앤씨,SEWHA P&C INC.,2016-11-02,주권,보통주,100,41486390,252500.KQ,252500
A347000,센코,센코,347000,전자부품 제조업,"가스센서 및 모듈, 휴대용 및 고정형 가스검지기, 악취 & 미세먼지 모니터링 시스템",2020-10-29,12월,http://www.senko.co.kr,KR7347000002,347000,센코,센코,"SENKO Co.,Ltd.",2020-10-29,주권,보통주,500,8251244,347000.KQ,347000
A308170,센트랄모텍,센트랄모텍,308170,자동차 신품 부품 제조업,"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬",2019-11-25,12월,http://www.centralmotek.co.kr,KR7308170000,308170,센트랄모텍보통주,센트랄모텍,CENTRAL MOTEK,2019-11-25,주권,보통주,500,8610000,308170.KS,308170
A012600,센트럴인사이트,센트럴인사이트,012600,일반 목적용 기계 제조업,"금융단말기(현금자동입출금기,온라인단말기),통신기기 제조,판매",1990-07-10,12월,http://www.chunghocomnet.com,KR7012600003,012600,센트럴인사이트보통주,센트럴인사이트,CENTRAL INSIGHT,1990-07-10,주권,보통주,500,15060392,012600.KS,012600
A331920,셀레믹스,셀레믹스,331920,기초 의약물질 및 생물학적 제제 제조업,타겟캡처키트,2020-08-21,12월,http://www.celemics.com/,KR7331920009,331920,셀레믹스,셀레믹스,"Celemics, Inc.",2020-08-21,주권,보통주,500,8164148,331920.KQ,331920
A049180,셀루메드,셀루메드,049180,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업",2002-05-23,12월,http://www.cellumed.co.kr,KR7049180003,049180,셀루메드,셀루메드,"CELLUMED CO., LTD.",2002-05-23,주권,보통주,500,39606973,049180.KQ,049180
A299660,셀리드,셀리드,299660,자연과학 및 공학 연구개발업,항암면역치료백신,2019-02-20,12월,http://www.cellid.co.kr,KR7299660001,299660,셀리드,셀리드,"Cellid Co., Ltd.",2019-02-20,주권,보통주,500,9731192,299660.KQ,299660
A268600,셀리버리,셀리버리,268600,자연과학 및 공학 연구개발업,바이오의약품[iCP-Parkin(파킨슨병 치료제)]및 연구용 시약,2018-11-09,12월,http://www.cellivery.com,KR7268600004,268600,셀리버리,셀리버리,"Cellivery Therapeutics, Inc.",2018-11-09,주권,보통주,500,17333799,268600.KQ,268600
A208370,셀바스헬스케어,셀바스헬스케어,208370,의료용 기기 제조업,"체성분측정기, 혈압계, 점자정보단말기",2014-12-17,12월,http://www.selvashealthcare.com,KR7208370007,208370,셀바스헬스케어,셀바스헬스케어,"SELVAS Healthcare, Inc.",2014-12-17,주권,보통주,500,21680564,208370.KQ,208370
A068270,셀트리온,셀트리온,068270,기초 의약물질 및 생물학적 제제 제조업,"램시마, 트룩시마, 허쥬마",2018-02-09,12월,http://www.celltrion.com,KR7068270008,068270,셀트리온보통주,셀트리온,Celltrion,2018-02-09,주권,보통주,1000,137955531,068270.KS,068270
A068760,셀트리온제약,셀트리온제약,068760,의약품 제조업,고덱스 캡슐 외,2006-02-03,12월,http://www.celltrionph.com,KR7068760008,068760,셀트리온제약,셀트리온제약,Celltrion Pharm Inc.,2006-02-03,주권,보통주,500,36550811,068760.KQ,068760
A091990,셀트리온헬스케어,셀트리온헬스케어,091990,기타 전문 도매업,바이오의약품 마케팅 및 판매,2017-07-28,12월,http://www.celltrionhealthcare.com/kr/index.do,KR7091990002,091990,셀트리온헬스케어,셀트리온헬스케어,"Celltrion Healthcare Co., Ltd.",2017-07-28,주권,보통주,1000,155060505,091990.KQ,091990
A290690,소룩스,소룩스,290690,전구 및 조명장치 제조업,"실내등(형광등, LED등), 실외등, 특수등",2020-11-06,12월,http://www.solux.co.kr,KR7290690007,290690,소룩스,소룩스,"Solux Co., Ltd.",2020-11-06,주권,보통주,100,8256843,290690.KQ,290690
A053110,소리바다,소리바다,053110,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",수도용 및 원예용 상토,2001-10-09,12월,http://www.soribada.com/corp,KR7053110003,053110,소리바다,소리바다,SORIBADA INC.,2001-10-09,주권,보통주,500,4940349,053110.KQ,053110
A950200,소마젠,소마젠,950200,"그외 기타 전문, 과학 및 기술 서비스업","유전체 분석 서비스 (NGS, CES 등)",2020-07-13,12월,http://psomagen.com,KR8840150005,950200,소마젠,소마젠,"Psomagen, Inc.",2020-07-13,주식예탁증권,보통주,0,19133553,950200.KQ,950200
A032680,소프트센,소프트센,032680,기계장비 및 관련 물품 도매업,전산기기 및 정보통신공사,1997-07-18,12월,http://www.softcen.co.kr,KR7032680001,032680,소프트센,소프트센,"SOFTCEN CO., LTD.",1997-07-18,주권,보통주,500,37380931,032680.KQ,032680
A032680,소프트센,소프트센,032685,기계장비 및 관련 물품 도매업,전산기기 및 정보통신공사,1997-07-18,12월,http://www.softcen.co.kr,KR7032681009,032685,소프트센1우선주,소프트센우,"SOFTCEN CO., LTD.(1P)",2002-04-16,주권,신형우선주,500,142857,032685.KQ,032680
A258790,소프트캠프,소프트캠프,258790,소프트웨어 개발 및 공급업,통합보안솔루션,2017-04-27,12월,http://www.softcamp.co.kr,KR7258790005,258790,소프트캠프,소프트캠프,"SOFTCAMP CO., LTD",2017-04-27,주권,보통주,100,24991284,258790.KQ,258790
A066910,손오공,손오공,066910,기타 전문 도매업,"완구, 게임, 캐릭터수입수수료",2005-01-07,12월,http://www.sonokong.co.kr,KR7066910001,066910,손오공,손오공,"SONOKONG CO., LTD.",2005-01-07,주권,보통주,500,26896161,066910.KQ,066910
A336370,솔루스첨단소재,솔루스첨단소재,336370,전자부품 제조업,"동박, 유압기기 등",2019-10-18,12월,http://www.solusadvancedmaterials.com,KR7336370002,336370,솔루스첨단소재보통주,솔루스첨단소재,Solus Advanced Materials,2019-10-18,주권,보통주,100,30589758,336370.KS,336370
A336370,솔루스첨단소재,솔루스첨단소재,33637K,전자부품 제조업,"동박, 유압기기 등",2019-10-18,12월,http://www.solusadvancedmaterials.com,KR733637K010,33637K,솔루스첨단소재1우선주,솔루스첨단소재1우,Solus Advanced Materials(1P),2019-10-18,주권,구형우선주,100,7366400,33637K.KS,336370
A336370,솔루스첨단소재,솔루스첨단소재,33637L,전자부품 제조업,"동박, 유압기기 등",2019-10-18,12월,http://www.solusadvancedmaterials.com,KR733637K028,33637L,솔루스첨단소재2우선주(신형),솔루스첨단소재2우B,Solus Advanced Materials(2PB),2019-10-18,주권,신형우선주,100,1646050,33637L.KS,336370
A154040,솔루에타,솔루에타,154040,전자부품 제조업,전자파 차폐소재,2013-12-27,12월,http://www.solueta.com,KR7154040000,154040,솔루에타,솔루에타,"Solueta Co.,Ltd.",2013-12-27,주권,보통주,500,13825216,154040.KQ,154040
A248070,솔루엠,솔루엠,248070,전자부품 제조업,"POWER, 3in1 Board, ESL 등",2021-02-02,12월,http://www.solu-m.com,KR7248070005,248070,솔루엠보통주,솔루엠,SOLUM,2021-02-02,주권,보통주,500,50005551,248070.KS,248070
A035610,솔본,솔본,035610,회사 본부 및 경영 컨설팅 서비스업,경영자문 및 지주사업,1999-08-13,12월,http://www.solborn.co.kr,KR7035610005,035610,솔본,솔본,"SOLBORN, Inc.",1999-08-13,주권,보통주,500,27345997,035610.KQ,035610
A357780,솔브레인,솔브레인,357780,기타 화학제품 제조업,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,2020-08-06,12월,http://www.soulbrain.co.kr,KR7357780006,357780,솔브레인,솔브레인,"Soulbrain Co., Ltd.",2020-08-06,주권,보통주,500,7778566,357780.KQ,357780
A036830,솔브레인홀딩스,솔브레인홀딩스,036830,회사 본부 및 경영 컨설팅 서비스업,"반도체,디스플레이,2차전지 공정용 화학제품",2000-01-18,12월,http://soulbrain.co.kr,KR7036830008,036830,솔브레인홀딩스,솔브레인홀딩스,"Soulbrain Holdings Co., Ltd.",2000-01-18,주권,보통주,500,20964056,036830.KQ,036830
A304100,솔트룩스,솔트룩스,304100,소프트웨어 개발 및 공급업,인공지능 및 빅데이터 소프트웨어,2020-07-23,12월,http://www.saltlux.com/,KR7304100001,304100,솔트룩스,솔트룩스,SALTLUX Inc,2020-07-23,주권,보통주,500,10201330,304100.KQ,304100
A004430,송원산업,송원산업,004430,기타 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조",1977-06-25,12월,http://www.songwon.com,KR7004430005,004430,송원산업보통주,송원산업,SongwonIndustrial,1977-06-25,주권,보통주,500,24000000,004430.KS,004430
A086980,쇼박스,쇼박스,086980,"영화, 비디오물, 방송프로그램 제작 및 배급업",영화투자및배급,2006-07-07,12월,http://www.showbox.co.kr,KR7086980000,086980,쇼박스,쇼박스,SHOWBOX Corp.,2006-07-07,주권,보통주,500,62600000,086980.KQ,086980
A050960,수산아이앤티,수산아이앤티,050960,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등",2016-10-11,12월,http://www.soosanint.co.kr,KR7050960004,050960,수산아이앤티,수산아이앤티,"SOOSAN INT Co., LTD.",2016-10-11,주권,보통주,500,6751000,050960.KQ,050960
A017550,수산중공업,수산중공업,017550,특수 목적용 기계 제조업,"유압브레이커,트럭크레인,플라즈마 파암장비,특장차,산업기계,건설기계 제조,도매",1991-08-30,12월,http://www.soosan.co.kr,KR7017550005,017550,수산중공업보통주,수산중공업,SoosanHeavyIndustries,1991-08-30,주권,보통주,500,53985163,017550.KS,017550
A084180,수성이노베이션,수성이노베이션,084180,일반 목적용 기계 제조업,전동지게차,2005-12-16,12월,http://www.soosung.com,KR7084180009,084180,수성이노베이션,수성이노베이션,"SOOSUNG INNOVATION. CO., LTD.",2005-12-16,주권,보통주,500,57412638,084180.KQ,084180
